1.11123e-42	-5.74532e-44	1.09862e-42
-4.16186e-43	-5.60519e-44	-4.28797e-43
1.2976e-42	-5.60519e-44	1.10002e-42
-1.91978e-43	-5.46506e-44	-2.0459e-43
-2.4803e-43	-5.32493e-44	-2.60642e-43
-2.62043e-43	-5.1848e-44	-2.74654e-43
1.72079e-42	-5.1848e-44	1.70818e-42
-2.18603e-43	-5.04467e-44	-2.31214e-43
-2.41023e-43	-4.90454e-44	-2.53635e-43
-7.76319e-43	-4.76441e-44	-7.88931e-43
-1.97583e-43	-4.76441e-44	-2.10195e-43
-2.24208e-43	-4.62428e-44	-2.36819e-43
1.7292e-42	-4.62428e-44	1.71659e-42
-1.80768e-43	-4.48416e-44	-1.93379e-43
-2.07392e-43	-4.34403e-44	-2.20004e-43
1.08601e-42	-4.34403e-44	1.07339e-42
-1.84971e-43	-4.2039e-44	-1.97583e-43
-7.91734e-43	-4.06377e-44	1.7264e-42
-1.49939e-43	-4.06377e-44	-1.62551e-43
-1.7236e-43	-3.92364e-44	-1.84971e-43
1.73901e-42	-3.92364e-44	1.7264e-42
1.0818e-42	-3.78351e-44	1.06919e-42
-1.38729e-43	-3.64338e-44	-1.5134e-43
-4.17587e-43	-3.50325e-44	-4.30199e-43
1.08601e-42	-3.50325e-44	1.07339e-42
-9.66896e-44	-3.36312e-44	-1.09301e-43
-1.14906e-43	-3.22299e-44	-1.27518e-43
-8.01543e-43	-3.08286e-44	-8.14154e-43
2.98477e-43	-3.08286e-44	2.85865e-43
-8.54792e-44	-2.94273e-44	-9.80909e-44
-8.14154e-43	-2.8026e-44	-8.26766e-43
-4.62428e-44	-2.8026e-44	-5.88545e-44
-7.70714e-44	-2.66247e-44	-4.25995e-43
1.75443e-42	-2.66247e-44	1.74181e-42
-4.2039e-44	-2.52234e-44	-5.46506e-44
-7.32879e-43	-2.38221e-44	-7.45491e-43
3.54529e-43	-2.38221e-44	3.41917e-43
-4.33001e-43	-2.24208e-44	-4.45613e-43
1.76003e-42	-2.24208e-44	1.12104e-42
-7.09057e-43	-2.10195e-44	-7.21669e-43
3.78351e-43	-2.10195e-44	3.65739e-43
-7.07656e-43	-1.96182e-44	-7.20267e-43
2.66247e-44	-1.96182e-44	1.4013e-44
-7.2307e-43	-1.82169e-44	-7.35682e-43
2.8026e-45	-1.82169e-44	-9.80909e-45
1.77124e-42	-1.82169e-44	1.75863e-42
-6.85235e-43	-1.68156e-44	-6.97847e-43
4.06377e-44	-1.68156e-44	2.8026e-44
-8.51989e-43	-1.54143e-44	-8.64601e-43
-4.28797e-43	-1.54143e-44	-4.41409e-43
4.23192e-43	-1.54143e-44	4.1058e-43
-6.88038e-43	-1.4013e-44	-7.00649e-43
3.78351e-44	-1.4013e-44	2.52234e-44
-1.21212e-42	-1.26117e-44	1.76844e-42
-6.71222e-43	-1.26117e-44	-6.83834e-43
5.46506e-44	-1.26117e-44	4.2039e-44
-1.20792e-42	-1.12104e-44	-1.22053e-42
-6.71222e-43	-1.12104e-44	-6.83834e-43
5.88545e-44	-1.12104e-44	4.62428e-44
-1.19531e-42	-9.80909e-45	-1.20792e-42
-6.62814e-43	-9.80909e-45	-6.75426e-43
6.30584e-44	-9.80909e-45	5.04467e-44
1.78525e-42	-9.80909e-45	1.77264e-42
-6.41795e-43	-8.40779e-45	-6.54406e-43
8.40779e-44	-8.40779e-45	7.14662e-44
-8.80015e-43	-7.00649e-45	-1.17008e-42
-5.95552e-43	-7.00649e-45	-6.08164e-43
1.79086e-42	-7.00649e-45	1.77825e-42
-5.89947e-43	-5.60519e-45	-6.02558e-43
1.11123e-42	-5.60519e-45	1.09862e-42
-5.84341e-43	-4.2039e-45	-5.96953e-43
4.69435e-43	-4.2039e-45	4.56823e-43
-5.8294e-43	-2.8026e-45	-5.95552e-43
1.55544e-43	-2.8026e-45	1.42932e-43
-5.85743e-43	-1.4013e-45	-5.98354e-43
1.48538e-43	-1.4013e-45	1.35926e-43
-8.78614e-43	0	-8.91226e-43
1.62551e-43	0	1.49939e-43
-5.74532e-43	1.4013e-45	-5.87144e-43
1.7236e-43	1.4013e-45	1.59748e-43
-5.60519e-43	2.8026e-45	-5.73131e-43
1.86373e-43	2.8026e-45	1.73761e-43
-8.91226e-43	4.2039e-45	-9.03838e-43
1.8357e-43	4.2039e-45	1.70958e-43
-1.04116e-42	5.60519e-45	-1.05378e-42
-5.04467e-43	5.60519e-45	-5.17079e-43
1.82729e-42	5.60519e-45	1.08741e-42
-5.2829e-43	7.00649e-45	-5.40901e-43
2.18603e-43	7.00649e-45	2.05991e-43
-1.02715e-42	8.40779e-45	-1.03976e-42
-4.90454e-43	8.40779e-45	-5.03066e-43
2.39622e-43	8.40779e-45	2.2701e-43
-1.01874e-42	9.80909e-45	-1.03136e-42
-4.82047e-43	9.80909e-45	-4.94658e-43
2.4803e-43	9.80909e-45	2.35418e-43
1.87774e-42	9.80909e-45	1.86513e-42
-9.0664e-43	1.12104e-44	-9.19252e-43
2.43826e-43	1.12104e-44	2.31214e-43
1.87774e-42	1.12104e-44	1.86513e-42
-9.19252e-43	1.26117e-44	-9.31863e-43
2.43826e-43	1.26117e-44	2.31214e-43
-1.00193e-42	1.4013e-44	-1.01454e-42
-4.65231e-43	1.4013e-44	-4.77843e-43
1.08461e-42	1.4013e-44	1.07199e-42
-9.59889e-43	1.54143e-44	-9.72501e-43
3.1249e-43	1.54143e-44	2.99878e-43
-9.75304e-43	1.68156e-44	-9.87915e-43
-4.38606e-43	1.68156e-44	-4.51218e-43
1.93099e-42	1.68156e-44	1.91838e-42
-4.33001e-43	1.82169e-44	-4.45613e-43
1.93659e-42	1.82169e-44	1.92398e-42
-3.85357e-43	1.96182e-44	-3.97969e-43
-9.58488e-43	2.10195e-44	-9.711e-43
3.47522e-43	2.10195e-44	3.22299e-43
-9.36067e-43	2.24208e-44	-9.48679e-43
3.74147e-43	2.24208e-44	3.61535e-43
-9.30462e-43	2.38221e-44	-9.43074e-43
3.71344e-43	2.38221e-44	3.58732e-43
-9.37469e-43	2.52234e-44	-9.5008e-43
2.42425e-43	2.52234e-44	2.29813e-43
1.99825e-42	2.52234e-44	1.98564e-42
-3.40516e-43	2.66247e-44	-3.53127e-43
4.316e-43	2.66247e-44	4.02173e-43
-9.40271e-43	2.8026e-44	-9.52883e-43
2.60642e-43	2.8026e-44	2.4803e-43
1.06639e-42	2.8026e-44	5.19882e-43
-3.47522e-43	2.94273e-44	-3.60134e-43
4.16186e-43	2.94273e-44	4.03574e-43
-9.59889e-43	3.08286e-44	-9.72501e-43
-3.01279e-43	3.08286e-44	-3.13891e-43
2.02628e-42	3.08286e-44	2.01367e-42
-3.1249e-43	3.22299e-44	-3.25101e-43
4.17587e-43	3.22299e-44	4.04975e-43
-9.45876e-43	3.36312e-44	-9.58488e-43
2.97075e-43	3.36312e-44	2.84464e-43
2.06131e-42	3.36312e-44	2.0487e-42
-2.77457e-43	3.50325e-44	-2.90069e-43
1.06639e-42	3.50325e-44	1.05378e-42
-9.36067e-43	3.64338e-44	-9.48679e-43
3.237e-43	3.64338e-44	3.11088e-43
2.08373e-42	3.64338e-44	2.07112e-42
-2.67648e-43	3.78351e-44	-2.8026e-43
4.07778e-43	3.78351e-44	3.95166e-43
-9.68297e-43	3.92364e-44	-9.80909e-43
-2.34017e-43	3.92364e-44	-2.46629e-43
1.05938e-42	3.92364e-44	1.04677e-42
-2.53635e-43	4.06377e-44	-2.66247e-43
4.04975e-43	4.06377e-44	3.92364e-43
-9.29061e-43	4.2039e-44	-9.41673e-43
3.81153e-43	4.2039e-44	3.68541e-43
-9.2766e-43	4.34403e-44	-9.40271e-43
3.82554e-43	4.34403e-44	3.69943e-43
-9.30462e-43	4.48416e-44	-9.43074e-43
3.8816e-43	4.48416e-44	3.75548e-43
-9.29061e-43	4.62428e-44	-9.41673e-43
2.97075e-43	4.62428e-44	-2.11596e-43
-9.78106e-43	4.76441e-44	-9.90718e-43
-2.10195e-43	4.76441e-44	-2.22806e-43
1.04537e-42	4.76441e-44	5.66125e-43
-8.68805e-43	4.90454e-44	-8.81417e-43
